"pos_x, pos_y, pos_z, roll, pitch, yaw, tgt_lin, ctrl_lin, tgt_ang, ctrl_ang, des_heading"
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1447.4469355167778,0.0,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,-0.05,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.0,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.05,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.1,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.15000000000000002,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.2,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.25,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.3,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.35,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.39999999999999997,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.44999999999999996,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.49999999999999994,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.5499999999999999,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.6,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.65,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.7000000000000001,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.7500000000000001,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.8000000000000002,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.8500000000000002,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.9000000000000002,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,0.9500000000000003,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.0000000000000002,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.0500000000000003,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.1000000000000003,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.1500000000000004,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.2000000000000004,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.2500000000000004,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.3000000000000005,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.3500000000000005,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.4000000000000006,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.4500000000000006,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.5000000000000007,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.5500000000000007,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.6000000000000008,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.6500000000000008,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.7000000000000008,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.7500000000000009,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.800000000000001,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.850000000000001,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.900000000000001,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,1.950000000000001,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.000000000000001,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.0500000000000007,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.1000000000000005,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.1500000000000004,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.2,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.25,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.3,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.3499999999999996,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.3999999999999995,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.4499999999999993,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.499999999999999,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.549999999999999,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.5999999999999988,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.6499999999999986,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.6999999999999984,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.7499999999999982,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.799999999999998,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
